Unnamed: 0,Name des Unternehmens,"Anzahl der Mitarbeiter 
Letztes verf. Jahr",Adresse,Postleitzahl,Ort,Region,Land,Länderkürzel,Full Address,Latitude,Longitude,Country
1099.0,"CANALUZ INFINITA, SOCIEDAD LIMITADA.",n.v.,"CALLE PORTUGAL, 14 4 A",35010,LAS PALMAS DE GRAN CANARIA,Las Palmas,Spanien,ES,"CALLE PORTUGAL, 14 4 A, 35010, Las Palmas, Spanien",28.117971,-15.493484,Spain
1100.0,CANFORD RENEWABLE ENERGY LIMITED,15,"ENERGY SITE CONTROL CENTRE, CANFORD RECYCLING CENTRE, ARENA WAY",BH21 3BW,WIMBORNE,Wimborne,Vereinigtes Königreich,GB,"ENERGY SITE CONTROL CENTRE, CANFORD RECYCLING CENTRE, ARENA WAY, BH21 3BW, Wimborne, Vereinigtes Königreich",50.7750379,-1.9388482,United Kingdom
1101.0,CAPARIZ B.V.,1,PAPLAND 18,4206 CL,GORINCHEM,Gorinchem,Niederlande,NL,"PAPLAND 18, 4206 CL, Gorinchem, Niederlande",51.8492794,4.9834702,Netherlands
1102.0,CARBAGAS AG,160,HOFGUT,3073,GÜMLIGEN,Bern,Schweiz,CH,"HOFGUT, 3073, Bern, Schweiz",46.9327921,7.5105701,Switzerland
1103.0,CARBON BRENNSTOFFHANDELS- UND TRANSPORTGESELLSCHAFT MBH,3,STIEPELER STR. 68 H,44799,BOCHUM,Bochum,Deutschland,DE,"STIEPELER STR. 68 H, 44799, Bochum, Deutschland",51.450661,7.238199,Germany
1104.0,CARBON CLEAN ENERGY SA,4,CH. DE LA GROSSE-PIERRE 7,1110,MORGES,Vaud,Schweiz,CH,"CH. DE LA GROSSE-PIERRE 7, 1110, Vaud, Schweiz",46.5192227,6.4985468,Switzerland
1105.0,CARBOTECH AC GMBH,22,ELISENSTR. 119,45139,ESSEN,Essen,Deutschland,DE,"ELISENSTR. 119, 45139, Essen, Deutschland",51.46257105,7.03642779999999,Germany
1106.0,CARDEX AUTOTEILE UND ZUBEHÖR GMBH,2,HÖHNE,42275,WUPPERTAL,Wuppertal,Deutschland,DE,"HÖHNE, 42275, Wuppertal, Deutschland",51.272523,7.206675,Germany
1107.0,CARNEADES HYDROGEN GMBH,n.v.,ÜBERSEERING,22297,HAMBURG,"Hamburg, Freie und Hansestadt",Deutschland,DE,"ÜBERSEERING, 22297, Hamburg, Freie und Hansestadt, Deutschland",53.606164,10.01931,Germany
1108.0,CARTAGENA HYDROGEN NETWORK SL.,n.v.,"CALLE MENDEZ ALVARO, 44",28045,MADRID,Madrid,Spanien,ES,"CALLE MENDEZ ALVARO, 44, 28045, Madrid, Spanien",40.397706,-3.684414,Spain
1109.0,CCE ASSETS AUT GMBH,3,KLOSTERSTRAßE,4451,GARSTEN,Oberösterreich,Österreich,AT,"KLOSTERSTRAßE, 4451, Oberösterreich, Österreich",48.02078,14.404048,Austria
1110.0,CCE ASSETS CHL GMBH,n.v.,KLOSTERSTRAßE 2,4451,GARSTEN,Oberösterreich,Österreich,AT,"KLOSTERSTRAßE 2, 4451, Oberösterreich, Österreich",48.0221517,14.4044633,Austria
1111.0,CCE ASSETS DEU GMBH,1,KLOSTERSTRAßE 2,4451,GARSTEN,Oberösterreich,Österreich,AT,"KLOSTERSTRAßE 2, 4451, Oberösterreich, Österreich",48.0221517,14.4044633,Austria
1112.0,CCE ASSETS FRA GMBH,2,KLOSTERSTRAßE 2,4451,GARSTEN,Oberösterreich,Österreich,AT,"KLOSTERSTRAßE 2, 4451, Oberösterreich, Österreich",48.0221517,14.4044633,Austria
1113.0,CCE ASSETS ITA GMBH,n.v.,KLOSTERSTRAßE 2,4451,GARSTEN,Oberösterreich,Österreich,AT,"KLOSTERSTRAßE 2, 4451, Oberösterreich, Österreich",48.0221517,14.4044633,Austria
1114.0,CCE ASSETS NLD GMBH,2,KLOSTERSTRAßE,4451,GARSTEN,Oberösterreich,Österreich,AT,"KLOSTERSTRAßE, 4451, Oberösterreich, Österreich",48.02078,14.404048,Austria
1115.0,CCE ASSETS ROU GMBH,1,KLOSTERSTRAßE 2,4451,GARSTEN,Oberösterreich,Österreich,AT,"KLOSTERSTRAßE 2, 4451, Oberösterreich, Österreich",48.0221517,14.4044633,Austria
1116.0,CCE HOLDING AUT GMBH,n.v.,KLOSTERSTRAßE 2,4451,GARSTEN,Oberösterreich,Österreich,AT,"KLOSTERSTRAßE 2, 4451, Oberösterreich, Österreich",48.0221517,14.4044633,Austria
1117.0,CCE HOLDING CHL GMBH,n.v.,KLOSTERSTRAßE 2,4451,GARSTEN,Oberösterreich,Österreich,AT,"KLOSTERSTRAßE 2, 4451, Oberösterreich, Österreich",48.0221517,14.4044633,Austria
1118.0,CCE HOLDING DEU GMBH,n.v.,KLOSTERSTRAßE 2,4451,GARSTEN,Oberösterreich,Österreich,AT,"KLOSTERSTRAßE 2, 4451, Oberösterreich, Österreich",48.0221517,14.4044633,Austria
1119.0,CCE HOLDING ITA GMBH,n.v.,KLOSTERSTRAßE 2,4451,GARSTEN,Oberösterreich,Österreich,AT,"KLOSTERSTRAßE 2, 4451, Oberösterreich, Österreich",48.0221517,14.4044633,Austria
1120.0,CCE HOLDING NLD GMBH,n.v.,KLOSTERSTRAßE 2,4451,GARSTEN,Oberösterreich,Österreich,AT,"KLOSTERSTRAßE 2, 4451, Oberösterreich, Österreich",48.0221517,14.4044633,Austria
1121.0,CCE HOLDING ROU GMBH,2,KLOSTERSTRAßE 2,4451,GARSTEN,Oberösterreich,Österreich,AT,"KLOSTERSTRAßE 2, 4451, Oberösterreich, Österreich",48.0221517,14.4044633,Austria
1122.0,CCE MIDCO1 CHL GMBH,2,KLOSTERSTRAßE 2,4451,GARSTEN,Oberösterreich,Österreich,AT,"KLOSTERSTRAßE 2, 4451, Oberösterreich, Österreich",48.0221517,14.4044633,Austria
1123.0,CCE SOLAR INVEST GMBH,n.v.,KLOSTERSTRAßE 2,4451,GARSTEN,Oberösterreich,Österreich,AT,"KLOSTERSTRAßE 2, 4451, Oberösterreich, Österreich",48.0221517,14.4044633,Austria
1124.0,CE58 MINING INDUSTRY GMBH,1,HOHE BLEICHEN 22,20354,HAMBURG,"Hamburg, Freie und Hansestadt",Deutschland,DE,"HOHE BLEICHEN 22, 20354, Hamburg, Freie und Hansestadt, Deutschland",53.5538393,9.9875142,Germany
1125.0,CEC HAREN GMBH & CO. KG,8,LINDENALLEE 2,49733,HAREN,Emsland,Deutschland,DE,"LINDENALLEE 2, 49733, Emsland, Deutschland",52.8184757,7.1193789,Germany
1126.0,CELECTIS SÀRL,4,RUE DE L'INDUSTRIE 23,1950,SION,Valais,Schweiz,CH,"RUE DE L'INDUSTRIE 23, 1950, Valais, Schweiz",46.227406,7.3645296,Switzerland
1127.0,CEMEX ADMIXTURES GMBH,48,GESEKER STR. 31- 33,33154,SALZKOTTEN,Paderborn,Deutschland,DE,"GESEKER STR. 31- 33, 33154, Paderborn, Deutschland",51.66844195,8.595608739675512,Germany
1128.0,CENTRE DE RECERCA ECOLOGICA DELS PIRINEUS SL.,1,"CALLE MOSQUEROLA, 27 NAU B 9",17180,VILABLAREIX,Gerona,Spanien,ES,"CALLE MOSQUEROLA, 27 NAU B 9, 17180, Gerona, Spanien",41.956049,2.799202,Spain
1129.0,CHERTON ENERGY LLP,n.v.,"UNIT 8, 232-240 BELMONT ROAD",BT4 2AW,BELFAST,Belfast,Vereinigtes Königreich,GB,"UNIT 8, 232-240 BELMONT ROAD, BT4 2AW, Belfast, Vereinigtes Königreich",54.601727,-5.861652,United Kingdom
1130.0,CHORUS WIND SONTRA GMBH & CO. KG,n.v.,PROFESSOR-MESSERSCHMITT-STR. 3,85579,NEUBIBERG,"München, Landkreis",Deutschland,DE,"PROFESSOR-MESSERSCHMITT-STR. 3, 85579, München, Landkreis, Deutschland",48.0755965,11.6551996,Germany
1131.0,CHP CARBOHYDRATE PIRNA GMBH & CO. KG,46,LOHMENER STR. 12,01796,PIRNA,Sächsische Schweiz,Deutschland,DE,"LOHMENER STR. 12, 01796, Sächsische Schweiz, Deutschland",50.9796666,13.945112,Germany
1132.0,CHRISTIAN NIELSEN STRANDMØLLEN A/S,33,STRANDVEJEN 895,2930,KLAMPENBORG,Lyngby-Tårbæk,Dänemark,DK,"STRANDVEJEN 895, 2930, Lyngby-Tårbæk, Dänemark",55.807631,12.581515,Denmark
1133.0,CHROMOPTIC,n.v.,"ZAC DE VILLEJUST, AVENUE AVENUE DES 2 LACS",91140,VILLEJUST,Essonne,Frankreich,FR,"ZAC DE VILLEJUST, AVENUE AVENUE DES 2 LACS, 91140, Essonne, Frankreich",48.685061,2.217322,France
1134.0,CICLONE SA,4,"C/O STEFANO REZZONICO, PIAZZETTA DEI TARILLI 4",6944,CUREGLIA,Ticino,Schweiz,CH,"C/O STEFANO REZZONICO, PIAZZETTA DEI TARILLI 4, 6944, Ticino, Schweiz",46.036784,8.944537,Switzerland
1135.0,CLEAN ENERGY PARTNERSHIP (CEP) E.V.,3,SCHÖNEBERGER STR.,10963,BERLIN,Berlin,Deutschland,DE,"SCHÖNEBERGER STR., 10963, Berlin, Deutschland",52.50213,13.377993,Germany
1136.0,CLEAN POWER HYDROGEN LIMITED,n.v.,"STREAMSTOWN HOUSE STREAMSTOWN, MULLINGAR, WESTMEATH, CO.WESTMEATH",,,,Irland,IE,,16.3876268,73.7308816,Ireland
1137.0,CLEAN POWER HYDROGEN PLC,47,"UNIT D PARKSIDE BUSINESS PARK, SPINNERS ROAD",DN2 4BL,DONCASTER,Doncaster,Vereinigtes Königreich,GB,"UNIT D PARKSIDE BUSINESS PARK, SPINNERS ROAD, DN2 4BL, Doncaster, Vereinigtes Königreich",53.5261028,-1.1282682,United Kingdom
1138.0,CMB RENEWABLES LIMITED,5,"C/O GROUND FLOOR, 1 ALEXANDRA GATE, FFORDD PENGAM",CF24 2SA,CARDIFF,Cardiff,Vereinigtes Königreich,GB,"C/O GROUND FLOOR, 1 ALEXANDRA GATE, FFORDD PENGAM, CF24 2SA, Cardiff, Vereinigtes Königreich",,,United Kingdom
1139.0,CMB.TECH BELGIUM,n.v.,DE GERLACHEKAAI 20,2000,ANTWERPEN,Antwerp,Belgien,BE,"DE GERLACHEKAAI 20, 2000, Antwerp, Belgien",51.208909,4.386269,Belgium
1140.0,COASTAL INVEST REALTY GMBH,1,TAUSCHFELDSTR. 6,71134,AIDLINGEN,Böblingen,Deutschland,DE,"TAUSCHFELDSTR. 6, 71134, Böblingen, Deutschland",48.68137695,8.871641367274679,Germany
1141.0,CODEX-ENGINEERING GMBH,11,RICHARD-WAGNER-STR. 43,90763,FÜRTH,Fürth,Deutschland,DE,"RICHARD-WAGNER-STR. 43, 90763, Fürth, Deutschland",49.46360835,11.009981400000004,Germany
1142.0,COFERMIN CHEMICALS GMBH & CO. KG,9,ALFREDSTR. 61,45130,ESSEN,Essen,Deutschland,DE,"ALFREDSTR. 61, 45130, Essen, Deutschland",51.4362425,7.0029856,Germany
1143.0,COMBIFUEL SWISS AG,4,LEUHOLZ 14,8855,WANGEN SZ,Schwyz,Schweiz,CH,"LEUHOLZ 14, 8855, Schwyz, Schweiz",47.194938,8.880352,Switzerland
1144.0,COMMON SENSE INVEST GMBH & CO. KG,1,HAUPTSTR. 15,95659,ARZBERG,Wunsiedel,Deutschland,DE,"HAUPTSTR. 15, 95659, Wunsiedel, Deutschland",50.0342933,12.1579799,Germany
1145.0,CONSCIOUS AEROSPACE B.V.,n.v.,LAAN VAN YPENBURG 108,2497 GC,'S-GRAVENHAGE,S Gravenhage,Niederlande,NL,"LAAN VAN YPENBURG 108, 2497 GC, S Gravenhage, Niederlande",52.0448646,4.3565837,Netherlands
1146.0,CONSTANT ENERGY LIMITED,1,"6TH FLOOR RIVERPOINT, LOWER MALLOW STREET",V94 WC6A,LIMERICK,Limerick,Irland,IE,"6TH FLOOR RIVERPOINT, LOWER MALLOW STREET, V94 WC6A, Limerick, Irland",52.659852650000005,-8.629272160356113,Ireland
1147.0,COÖPERATIE GLDH2 U.A.,n.v.,OVERWELVING 10,7201 LT,ZUTPHEN,Zutphen,Niederlande,NL,"OVERWELVING 10, 7201 LT, Zutphen, Niederlande",52.1432935,6.1959377,Netherlands
1148.0,COOPÉRATIVE COOPERGY,4,ROUTE DE DÉRIDEZ 24,2926,BONCOURT,Jura,Schweiz,CH,"ROUTE DE DÉRIDEZ 24, 2926, Jura, Schweiz",47.5010073,7.0054993,Switzerland
1149.0,CORENT B.V.,n.v.,AMBACHTSTRAAT 4,7609 RA,ALMELO,Almelo,Niederlande,NL,"AMBACHTSTRAAT 4, 7609 RA, Almelo, Niederlande",52.3350351,6.6566787,Netherlands
1150.0,CREOS DEUTSCHLAND WASSERSTOFF GMBH,n.v.,AM ZUNDERBAUM 9,66424,HOMBURG,Saarpfalz,Deutschland,DE,"AM ZUNDERBAUM 9, 66424, Saarpfalz, Deutschland",49.332421,7.307509013783177,Germany
1151.0,CTP CHEMISCH THERMISCHE PROZESSTECHNIK GMBH,60,SCHMIEDLSTRAßE 10,8042,GRAZ,Steiermark,Österreich,AT,"SCHMIEDLSTRAßE 10, 8042, Steiermark, Österreich",47.0449932,15.4809655,Austria
1152.0,CUBE GREEN ENERGY LIMITED,3,"2 COMMUNICATIONS ROAD, GREENHAM BUSINESS PARK, NEWBURY",RG19 6AB,THATCHAM,Thatcham,Vereinigtes Königreich,GB,"2 COMMUNICATIONS ROAD, GREENHAM BUSINESS PARK, NEWBURY, RG19 6AB, Thatcham, Vereinigtes Königreich",51.395467,-1.3238876999999991,United Kingdom
1153.0,CUSTOMIZED ENERGY SOLUTIONS EUROPE B.V.,3,PARKSTRAAT 83,2514 JG,'S-GRAVENHAGE,S Gravenhage,Niederlande,NL,"PARKSTRAAT 83, 2514 JG, S Gravenhage, Niederlande",52.083249,4.3080831,Netherlands
1154.0,CUSTOMIZED ENERGY SYSTEMS B.V.,4,SCHOOTENSE DREEF 11 A,5708 HZ,HELMOND,Helmond,Niederlande,NL,"SCHOOTENSE DREEF 11 A, 5708 HZ, Helmond, Niederlande",51.4785887,5.6265689,Netherlands
1155.0,D&M TECHNOLOGY SYSTEM SA,1,VIA FONTANA DI SCRIBAR 6,6760,FAIDO,Ticino,Schweiz,CH,"VIA FONTANA DI SCRIBAR 6, 6760, Ticino, Schweiz",46.478548,8.800565,Switzerland
1156.0,ДАГЕСТАНСКАЯ КОМПАНИЯ ПО РЕАЛИЗАЦИИ СЖИЖЕННЫХ УГЛЕВОДОРОДНЫХ ГАЗОВ,n.v.,ПРОИЗВОДСТВЕННАЯ БАЗА ООО НЕФТЕГАЗСИНТЕЗ,367025,РП МАНАС,Республика Дагестан,Russische Föderation,RU,"ПРОИЗВОДСТВЕННАЯ БАЗА ООО НЕФТЕГАЗСИНТЕЗ, 367025, Республика Дагестан, Russische Föderation",44.5738172,38.09332236213993,Russia
1157.0,DANISH OFFSHORE GAS SYSTEMS A/S,1,"C/O ØRSTED A/S, KRAFTVÆRKSVEJ 53",7000,FREDERICIA,Fredericia,Dänemark,DK,"C/O ØRSTED A/S, KRAFTVÆRKSVEJ 53, 7000, Fredericia, Dänemark",55.5657,9.759303,Denmark
1158.0,DARGON RE-ENERGY SL.,n.v.,"CALLE GOYA, 51 PISO 3 DR",28001,MADRID,Madrid,Spanien,ES,"CALLE GOYA, 51 PISO 3 DR, 28001, Madrid, Spanien",40.425567,-3.681932,Spain
1159.0,DECARB GMBH & CO. KG,2,ROSWITHASTR. 26,45131,ESSEN,Essen,Deutschland,DE,"ROSWITHASTR. 26, 45131, Essen, Deutschland",51.4297023,7.011973998367356,Germany
1160.0,DEELRIJK B.V.,3,PIER PANDERSTRAAT 10,8913 CH,LEEUWARDEN,Leeuwarden,Niederlande,NL,"PIER PANDERSTRAAT 10, 8913 CH, Leeuwarden, Niederlande",53.2026248,5.7865109,Netherlands
1161.0,DEELRIJK H2 B.V.,1,PIER PANDERSTRAAT 10,8913 CH,LEEUWARDEN,Leeuwarden,Niederlande,NL,"PIER PANDERSTRAAT 10, 8913 CH, Leeuwarden, Niederlande",53.2026248,5.7865109,Netherlands
1162.0,DEEPTECHSOLUTIONS SÀRL,1,VOIE DU CHARIOT 3,1003,LAUSANNE,Vaud,Schweiz,CH,"VOIE DU CHARIOT 3, 1003, Vaud, Schweiz",46.5206478,6.6293526,Switzerland
1163.0,DEGESCH GMBH,n.v.,DR.-WERNER-FREYBERG-STR. 11,69514,LAUDENBACH,Rhein-Neckar,Deutschland,DE,"DR.-WERNER-FREYBERG-STR. 11, 69514, Rhein-Neckar, Deutschland",49.61099,8.635135,Germany
1164.0,DEINLAND SOLAR DEVELOPMENT GMBH,1,NEUER WALL 80,20354,HAMBURG,"Hamburg, Freie und Hansestadt",Deutschland,DE,"NEUER WALL 80, 20354, Hamburg, Freie und Hansestadt, Deutschland",53.5506141,9.9877896,Germany
1165.0,DEKA NEDERLAND,2,SMIDSWEG 4 A,3295 BV,'S-GRAVENDEEL,Hoeksche Waard,Niederlande,NL,"SMIDSWEG 4 A, 3295 BV, Hoeksche Waard, Niederlande",51.7795749,4.6160926,Netherlands
1166.0,DESTINUS SA,1,AÉROPÔLE 132,1530,PAYERNE,Vaud,Schweiz,CH,"AÉROPÔLE 132, 1530, Vaud, Schweiz",46.834051,6.917868,Switzerland
1167.0,DESTINUS SUISSE SA,1,AÉROPÔLE 132,1530,PAYERNE,Vaud,Schweiz,CH,"AÉROPÔLE 132, 1530, Vaud, Schweiz",46.834051,6.917868,Switzerland
1168.0,DEUTSCHE REGAS GMBH & CO. KGAA,1,AM HAFEN 10,17509,LUBMIN,Vorpommern-Greifswald,Deutschland,DE,"AM HAFEN 10, 17509, Vorpommern-Greifswald, Deutschland",54.149869300000006,13.651466277065698,Germany
1169.0,DEUTSCHE REGAS WASSERSTOFF GMBH,1,AM HAFEN 10,17509,LUBMIN,Vorpommern-Greifswald,Deutschland,DE,"AM HAFEN 10, 17509, Vorpommern-Greifswald, Deutschland",54.149869300000006,13.651466277065698,Germany
1170.0,DEUTSCHER WASSERSTOFF- UND BRENNSTOFFZELLEN-VERBAND (DWV) E.V.,14,MOLTKESTR. 42,12203,BERLIN,Berlin,Deutschland,DE,"MOLTKESTR. 42, 12203, Berlin, Deutschland",52.444597,13.309444,Germany
1171.0,DEZEL INDUSTRY SA,4,PLACE DE LA SYNAGOGUE 5,1204,GENÈVE,Geneva,Schweiz,CH,"PLACE DE LA SYNAGOGUE 5, 1204, Geneva, Schweiz",46.2029682,6.1410782,Switzerland
1172.0,"DGMK DEUTSCHE WISSENSCHAFTLICHE GESELLSCHAFT FÜR NACHHALTIGE ENERGIETRÄGER, MOBILITÄT UND KOHLENSTOFFKREISLÄUFE E.V.",16,GROßE ELBSTR.,22767,HAMBURG,"Hamburg, Freie und Hansestadt",Deutschland,DE,"GROßE ELBSTR., 22767, Hamburg, Freie und Hansestadt, Deutschland",53.54481345,9.951699737342633,Germany
1173.0,DH2 DEUTSCHE WASSERSTOFF GMBH,1,,,STARNBERG,Frankfurt am Main,Deutschland,DE,"nan, nan, Frankfurt am Main, Deutschland",,,Germany
1174.0,DINOX HANDELS GMBH,6,BRÜDERTOR,59494,SOEST,Soest,Deutschland,DE,"BRÜDERTOR, 59494, Soest, Deutschland",51.5767013,8.102519672074472,Germany
1175.0,DOLLYMANS STORAGE LIMITED,n.v.,4TH FLOOR 80 VICTORIA STREET,SW1E 5JL,LONDON,London SW1E,Vereinigtes Königreich,GB,"4TH FLOOR 80 VICTORIA STREET, SW1E 5JL, London SW1E, Vereinigtes Königreich",51.4971667,-0.1396282,United Kingdom
1176.0,DOLPHIN N2 LIMITED,8,"COMMUNICATIONS ROOM, CRANES FARM ROAD",SS14 3AD,BASILDON,Basildon,Vereinigtes Königreich,GB,"COMMUNICATIONS ROOM, CRANES FARM ROAD, SS14 3AD, Basildon, Vereinigtes Königreich",51.5872112,0.4986403,United Kingdom
1177.0,DOMNICK HUNTER GROUP LIMITED,n.v.,"2ND FLOOR, SUITE 2A, BREAKSPEAR PARK",HP2 4TZ,HEMEL HEMPSTEAD,Hemel Hempstead,Vereinigtes Königreich,GB,"2ND FLOOR, SUITE 2A, BREAKSPEAR PARK, HP2 4TZ, Hemel Hempstead, Vereinigtes Königreich",51.75954515,-0.440162097136261,United Kingdom
1178.0,DOMNICK HUNTER LIMITED,n.v.,"2ND FLOOR, SUITE 2A, BREAKSPEAR PARK",HP2 4TZ,HEMEL HEMPSTEAD,Hemel Hempstead,Vereinigtes Königreich,GB,"2ND FLOOR, SUITE 2A, BREAKSPEAR PARK, HP2 4TZ, Hemel Hempstead, Vereinigtes Königreich",51.75954515,-0.440162097136261,United Kingdom
1179.0,DOUBLEYOUENERGY B.V.,n.v.,TERBORGSTEEG 4,9751 BN,HAREN GN,Groningen,Niederlande,NL,"TERBORGSTEEG 4, 9751 BN, Groningen, Niederlande",53.1714373,6.6094807,Netherlands
1180.0,DUTCH HYDROGEN HEATING SOLUTIONS B.V.,n.v.,ENSCHEDESESTRAAT 2 V,7575 AB,OLDENZAAL,Oldenzaal,Niederlande,NL,"ENSCHEDESESTRAAT 2 V, 7575 AB, Oldenzaal, Niederlande",52.3056334,6.9303261,Netherlands
1181.0,DVGW DEUTSCHER VEREIN DES GAS- UND WASSERFACHES E.V. - TECHNISCH-WISSENSCHAFTLICHER VEREIN,800,JOSEF-WIRMER-STR. 1-3,53123,BONN,Bonn,Deutschland,DE,"JOSEF-WIRMER-STR. 1-3, 53123, Bonn, Deutschland",50.7042394,7.0571932,Germany
1182.0,E&H QED VISION SA,1,PLACE DU VILLAGE 18,1978,LENS,Valais,Schweiz,CH,"PLACE DU VILLAGE 18, 1978, Valais, Schweiz",46.2794997,7.4457288,Switzerland
1183.0,E2S ENERGY SMART SYSTEMS GMBH,n.v.,OTHMAR-CRUSIZ-STRAßE 13,9500,VILLACH,Kärnten,Österreich,AT,"OTHMAR-CRUSIZ-STRAßE 13, 9500, Kärnten, Österreich",46.604594,13.8312092,Austria
1184.0,EAST ENERGY GMBH,2,SCHWARZER WEG 2,18069,ROSTOCK,Rostock,Deutschland,DE,"SCHWARZER WEG 2, 18069, Rostock, Deutschland",54.1000118,12.09006,Germany
1185.0,EBS WASSERSTOFF AG,35,RIEDSTRASSE 17,6430,SCHWYZ,Schwyz,Schweiz,CH,"RIEDSTRASSE 17, 6430, Schwyz, Schweiz",47.023221,8.652362,Switzerland
1186.0,ECOGY-GTL GMBH,2,VOGT 21,6422 RK,HEERLEN,Heerlen,Niederlande,NL,"VOGT 21, 6422 RK, Heerlen, Niederlande",50.827155,6.0186769,Netherlands
1187.0,ECOGY-GTL GMBH,1,MARIENKÜPPEL,36100,PETERSBERG,Fulda,Deutschland,DE,"MARIENKÜPPEL, 36100, Fulda, Deutschland",50.5663137,9.7158677,Germany
1188.0,ECO-LEAF SA,4,ROUTE INDUSTRIELLE 4,1806,ST-LÉGIER-LA CHIÉSAZ,Vaud,Schweiz,CH,"ROUTE INDUSTRIELLE 4, 1806, Vaud, Schweiz",46.474816,6.865572,Switzerland
1189.0,ECOTECH NORDIC GROUP AB,2,VÄSTERGATAN 6,211 21,MALMÖ,Skåne,Schweden,SE,"VÄSTERGATAN 6, 211 21, Skåne, Schweden",57.6949533,11.9621175,Sweden
1190.0,EE PV HOLDING APS,0,GYNGEMOSE PARKVEJ 50,2860,SØBORG,Gladsa,Dänemark,DK,"GYNGEMOSE PARKVEJ 50, 2860, Gladsa, Dänemark",55.726267,12.476164,Denmark
1191.0,EEC - EUROPEAN ENERGY CONSULTING GMBH,1,BUNTENTORSTEINWEG 435,28201,BREMEN,Bremen,Deutschland,DE,"BUNTENTORSTEINWEG 435, 28201, Bremen, Deutschland",53.0565051,8.814366070540846,Germany
1192.0,EH GROUP ENERGY AG,15,CHEMIN DU MARAIS 3,1297,FOUNEX,Vaud,Schweiz,CH,"CHEMIN DU MARAIS 3, 1297, Vaud, Schweiz",46.333201,6.171219,Switzerland
1193.0,EH GROUP ENGINEERING SA,1,CH. DE LA VUARPILLIÈRE 27,1260,NYON,Vaud,Schweiz,CH,"CH. DE LA VUARPILLIÈRE 27, 1260, Vaud, Schweiz",46.399364,6.217072,Switzerland
1194.0,EI-H2 LIMITED,6,"PENROSE 1, PENROSE DOCK",T23 KW81,CORK,Cork,Irland,IE,"PENROSE 1, PENROSE DOCK, T23 KW81, Cork, Irland",-34.51614,150.778594,Ireland
1195.0,ELCOGEN AS,n.v.,VALUKOJA TN 23,11415,TALLINN,Harju,Estland,EE,"VALUKOJA TN 23, 11415, Harju, Estland",59.4209541,24.81303139959355,Estonia
1196.0,ELECHYDRO B.V.,n.v.,HOOFDSTRAAT 27,9528 PB,BUINEN,Borger-Odoorn,Niederlande,NL,"HOOFDSTRAAT 27, 9528 PB, Borger-Odoorn, Niederlande",52.9312802,6.8293478,Netherlands
1197.0,ELECTRIC MOBILITY SERVICE EUROPE B.V.,n.v.,EINSTEINWEG 18,3208 KK,SPIJKENISSE,Nissewaard,Niederlande,NL,"EINSTEINWEG 18, 3208 KK, Nissewaard, Niederlande",51.8493166,4.3052308,Netherlands
1198.0,ELECTRIQ GLOBAL B.V.,n.v.,TERMINALWEG 19 A,3821 AJ,AMERSFOORT,Amersfoort,Niederlande,NL,"TERMINALWEG 19 A, 3821 AJ, Amersfoort, Niederlande",52.1794943,5.4160997,Netherlands
1199.0,ELECTROCHAEA GMBH,25,SEMMELWEISSTR. 3,82152,PLANEGG,"München, Landkreis",Deutschland,DE,"SEMMELWEISSTR. 3, 82152, München, Landkreis, Deutschland",48.11085475,11.432260181949784,Germany
1200.0,ELEKTRO CAR LONG RENT UG (HAFTUNGSBESCHRÄNKT),1,WILHELMSTR. 74,38100,BRAUNSCHWEIG,Braunschweig,Deutschland,DE,"WILHELMSTR. 74, 38100, Braunschweig, Deutschland",52.269144,10.5260772,Germany
1201.0,ELEKTROLYSE MITTELDEUTSCHLAND GMBH,5,HOLZSTR. 6,40221,DÜSSELDORF,Düsseldorf,Deutschland,DE,"HOLZSTR. 6, 40221, Düsseldorf, Deutschland",51.2129363,6.747918,Germany
1202.0,ELEKTROTECHNIK SCHEINGRABER GMBH,1,XAVER-BAUER-STR. 10,94577,WINZER,Bayern,Deutschland,DE,"XAVER-BAUER-STR. 10, 94577, Bayern, Deutschland",48.72277215,13.07800024887677,Germany
1203.0,ELEMENT 2 LIMITED,10,"THE OLD CHAPEL CROSSHILLS ROAD, CONONLEY",BD20 8LA,KEIGHLEY,Keighley,Vereinigtes Königreich,GB,"THE OLD CHAPEL CROSSHILLS ROAD, CONONLEY, BD20 8LA, Keighley, Vereinigtes Königreich",,,United Kingdom
1204.0,ELEMENT ALPHA B.V.,2,KABELWEG 57,1014 BA,AMSTERDAM,Amsterdam,Niederlande,NL,"KABELWEG 57, 1014 BA, Amsterdam, Niederlande",52.394701,4.8463186,Netherlands
1205.0,ELOGEN GMBH,2,EUPENER STR. 165,50933,KÖLN,Köln,Deutschland,DE,"EUPENER STR. 165, 50933, Köln, Deutschland",50.9463254,6.8896065,Germany
1206.0,EMB KONSTRUKTION GMBH,3,SÜDGEORGSFEHNER STR.,26689,APEN,Ammerland,Deutschland,DE,"SÜDGEORGSFEHNER STR., 26689, Ammerland, Deutschland",53.221519,7.754775,Germany
1207.0,EMERALD TECHNOLOGY VENTURES AG,15,BELLERIVESTRASSE 241,8008,ZÜRICH,Zürich,Schweiz,CH,"BELLERIVESTRASSE 241, 8008, Zürich, Schweiz",47.351226,8.560363,Switzerland
1208.0,EMSKRAFT PAPENBURG GMBH & CO. KG,1,,,,Steinfurt,Deutschland,DE,"nan, nan, Steinfurt, Deutschland",,,Germany
